Times_serviced,Total_service_pay,Average_service_pay,Loyal_or_Disloyal,Loyal,Service_time,Commercial_electronic_messages,Model_year,Number_of_years,Customer_cost,Rate,Number_active_cars,number_historic_cars,odometer_reading,Income,province,Term,Total_monthly_payment,Total_pay,Warranty_pay,Age,Days_since_last_service,Used_or_New,product_category
12,2847.219969,237.2683308,1,Loyal,1,0,2017,14,0,0.75,1,1,26108,60000,3,48,491,23568,220.0800009,63,661.7916667,1,0
5,503.8599854,100.7719971,0,Disloyal,1,0,2017,14,0,0.75,1,1,7899,60000,3,48,531,25488,220.0800009,70,495.8333333,0,1
2,379.2600098,189.6300049,0,Disloyal,1,0,2016,13,0,0.75,1,1,28879,60000,2,54,1072.5,57915,220.0799959,54,754.4166666,1,0
5,5668.359994,1133.671999,0,Disloyal,1,1,2017,14,0,1,2,2,25986,60000,3,48,473,22704,220.038,51,512.8333333,1,0
9,832.1500092,92.46111213,0,Disloyal,1,1,2018,15,0,1.75,1,1,23647,60000,1,48,501,24048,220.017,41,236.7917,0,1
2,1776.760033,888.3800165,0,Disloyal,1,1,2018,15,0,1.5,1,1,20365,60000,3,45,484,21780,220.017,46,194.7917,0,0
11,2238.659973,203.514543,1,Loyal,1,1,2018,15,0,1.75,1,3,14368,60000,3,39,785,30615,219.975,63,171.8333,0,0
19,2320.22001,122.1168426,0,Disloyal,1,0,2017,14,0,0.75,1,3,27601,60000,1,48,560,26880,219.9225013,50,838.8333333,1,0
10,6.059999943,0.605999994,1,Loyal,2,0,2017,14,0,0.75,1,1,28307,60000,1,48,424,20352,219.9120041,49,765.8333333,0,1
13,1587.389954,122.1069195,1,Loyal,1,0,2018,15,0,1.5,1,2,23537,60000,1,48,534,25632,219.9120041,51,329.8333333,1,1
8,656.2200012,82.02750015,0,Disloyal,1,0,2017,14,0,0.75,1,1,25527,60000,1,48,550,26400,219.9120041,41,588.7916667,1,1
5,873.2399902,174.647998,0,Disloyal,1,0,2018,15,0,1.25,1,1,44976,60000,1,48,534,25632,219.9120041,27,478.8333333,0,0
5,0,0,0,Disloyal,1,0,2017,14,0,0.75,2,4,19377,60000,1,48,516,24768,219.9120041,70,261.7916667,1,0
4,2678.330078,669.5825195,0,Disloyal,1,0,2018,15,0,1.5,1,3,25203,60000,1,36,168,6048,219.9120041,56,305.8333333,1,0
4,0,0,0,Disloyal,1,0,2018,15,0,1.75,1,1,22446,60000,1,48,454,21792,219.8804993,24,232.7916667,0,0
34,10733.71988,315.6976435,1,Loyal,1,0,2017,14,0,1.75,1,7,16060,60000,1,39,1592,62088,219.8594934,55,1003.791667,0,0
10,0,0,1,Loyal,1,0,2017,14,0,0.75,1,3,9057,60000,2,48,600,28800,219.849,65,814.8333333,0,0
10,855.0599709,85.50599709,0,Disloyal,1,0,2018,15,0,2,1,2,15593,60000,1,39,726,28314,219.7965054,48,99.83333333,1,0
20,920.7100067,46.03550034,1,Loyal,1,1,2018,15,0,0,2,8,17941,60000,1,45,553,24885,219.765,60,444.8333333,0,0
2,3130,1565,0,Disloyal,1,0,2018,15,0,1.5,1,1,29954,60000,1,24,569,13656,219.7649992,28,291.7916667,1,0
4,396,99,0,Disloyal,1,0,2017,14,0,0.75,1,1,51224,51224,4,60,1055,63300,219.733502,38,828.2916669,1,0
17,6237.929977,366.9370575,1,Loyal,2,1,2017,14,0,0.75,1,2,44407,60000,1,48,670,32160,219.7230007,68,655.7916667,0,0
10,0,0,0,Disloyal,1,0,2017,14,0,0.75,1,1,39386,60000,1,48,603,28944,219.7230007,50,659.7916667,1,0
7,1394.429932,199.204276,1,Loyal,1,0,2017,14,0,0.75,1,1,38602,60000,1,48,610,29280,219.7230007,47,434.8333333,1,1
7,159.9499969,22.84999956,1,Loyal,4,0,2017,14,0,0.75,1,1,30480,60000,3,48,563,27024,219.6915,39,445.8333333,0,0
11,1776.119984,161.4654531,0,Disloyal,1,0,2017,14,0,1,1,2,29975,60000,3,48,559,26832,219.6915,55,445.8333333,0,0
17,1203.890015,70.81705971,0,Disloyal,1,0,2017,14,0,0.75,1,4,29920,60000,1,48,613,29424,219.6810038,63,431.8333333,0,0
2,0,0,0,Disloyal,1,0,2018,15,0,1.5,1,1,21322,60000,1,48,492,23616,219.6495,40,239.7916667,0,0
27,11499.19007,425.8959285,0,Disloyal,3,0,2016,13,0,0.75,2,3,31189,60000,1,48,828,39744,219.6390008,59,1071.833333,0,1
11,1841.699993,167.4272721,1,Loyal,3,0,2017,14,0,0.75,1,1,43848,60000,3,48,486,23328,219.6389978,61,885.8333333,1,1
11,299.25,27.20454545,0,Disloyal,1,0,2017,14,0,0.75,2,4,28633,60000,3,48,576,27648,219.6389978,71,1020.791667,1,0
9,1603.109978,178.1233309,0,Disloyal,1,0,2017,14,0,0.75,1,1,39283,60000,3,48,593,28464,219.6389978,45,542.7916667,0,0
9,199.9499969,22.21666632,0,Disloyal,3,0,2017,14,0,1,1,1,16547,60000,1,48,211,10128,219.618,55,535.8333333,1,1
3,0,0,1,Loyal,2,0,2016,13,0,0.75,1,1,38392,60000,1,48,503,24144,219.618,33,544.7916667,0,0
3,280.8599854,93.61999513,1,Loyal,1,0,2017,14,0,1,1,4,19842,60000,1,48,422,20256,219.618,44,413.8333333,0,0
8,0,0,0,Disloyal,2,0,2016,13,0,0.75,1,1,36265,60000,1,48,600,28800,219.6179973,62,942.7916667,1,1
14,1711.87999,122.2771421,0,Disloyal,1,1,2016,13,0,0.75,1,1,33042,60000,3,48,529,25392,219.6075041,57,1025.791667,1,0
7,0,0,0,Disloyal,1,1,2018,15,0,1.5,1,1,43122,60000,1,48,655,31440,219.597,31,350.8333333,0,0
4,497.7399902,124.4349976,0,Disloyal,1,0,2018,15,0,1.75,1,1,8766,60000,1,48,474,22752,219.5865,54,44.83333,1,0
18,5668.469887,314.9149937,0,Disloyal,1,1,2017,14,0,0.75,1,3,42624,60000,3,48,818,39264,219.5760014,49,1011.791667,1,0
4,88,22,0,Disloyal,1,0,2017,14,0,1,2,2,26722,60000,2,48,834,40032,219.5654941,55,556.7916667,0,0
3,0,0,1,Loyal,1,0,2017,14,0,0.75,1,2,18663,60000,2,39,756,29484,219.5654941,56,333.8333333,1,0
9,1538.809998,170.9788887,1,Loyal,1,0,2019,16,0,0,2,6,7375,60000,1,45,840,37800,219.555,59,177.7916667,1,0
6,768.4799805,128.0799968,1,Loyal,1,0,2018,15,0,1.75,1,1,16336,60000,2,48,703,33744,219.5549944,44,42.83333333,1,0
8,2257.249985,282.1562481,0,Disloyal,1,0,2016,13,0,0.75,1,1,17582,60000,3,48,584,28032,219.5445037,79,988.7916667,1,1
11,484.8699865,44.07908968,0,Disloyal,1,1,2016,13,0,0.75,1,5,52451,52451,3,48,872,41856,219.5444987,53,848.8333333,0,0
21,2072.32003,98.68190619,0,Disloyal,1,1,2017,14,0,1.25,1,3,22858,60000,4,48,579,27792,219.5444957,51,500.8333333,1,0
10,362.4400024,36.24400024,1,Loyal,1,0,2017,14,0,1.25,1,2,15718,60000,1,48,536,25728,219.513,49,449.8333333,0,0
6,199.9499969,33.32499948,0,Disloyal,0.5,0,2018,15,0,1.5,2,1,24662,60000,1,48,498,23904,219.513,67,742.9166666,0,0
13,3425.379898,263.4907614,0,Disloyal,2,0,2017,14,0,0.75,1,2,39871,60000,1,48,462,22176,219.5129989,50,817.8333333,0,0
6,0,0,0,Disloyal,1,0,2018,15,0,1.25,1,1,27550,60000,1,45,595,26775,219.5129989,40,459.8333333,0,0
4,868.570013,217.1425033,0,Disloyal,1,0,2018,15,0,1.5,1,1,12493,60000,1,48,801,38448,219.492,35,131.8333,0,0
14,1987.410057,141.9578612,1,Loyal,2,0,2017,14,0,0.75,1,4,29351,60000,1,48,488,23424,219.4919975,57,564.7916667,1,1
5,1143.109985,228.621997,1,Loyal,1,1,2017,14,0,1.25,1,2,17172,60000,5,60,902,54120,219.4605022,58,409.8333333,1,0
6,276,46,0,Disloyal,2,0,2017,14,0,0.75,1,2,10334,60000,1,48,656,31488,219.4604967,65,397.8333333,0,0
2,0,0,1,Loyal,1,0,2018,15,0,1.5,1,1,32099,60000,5,48,555,26640,219.449994,53,233.7916667,1,0
8,985.2299805,123.1537476,1,Loyal,2,0,2017,14,0,0.75,1,2,11654,60000,2,48,565,27120,219.4395,62,576.7916667,1,0
10,6309.839853,630.9839853,0,Disloyal,1,0,2016,13,0,0,1,4,46569,46569,1,60,889,53340,219.439493,57,855.8333333,1,0
10,812.1999969,81.21999969,1,Loyal,1,0,2017,14,0,0.75,1,2,7705,60000,4,48,688,33024,219.407997,44,508.8333333,1,1
11,2014.219971,183.1109065,1,Loyal,1,1,2018,15,0,1.5,1,2,33529,60000,3,45,603,27135,219.3974963,32,319.8333333,1,0
5,0,0,1,Loyal,1,1,2018,15,0,1.5,1,2,7954,60000,3,45,524,23580,219.3974963,46,324.8333333,1,0
3,0,0,1,Loyal,3,1,2017,14,0,0.75,1,1,40565,60000,1,48,630,30240,219.3870021,58,336.8333333,0,0
7,1746.449951,249.4928501,0,Disloyal,1,0,2016,13,0,0.75,1,3,19687,60000,1,48,600,28800,219.366,66,794.8333333,1,0
10,0,0,1,Loyal,1,0,2017,14,0,1,1,2,39064,60000,1,36,589,21204,219.3659981,72,407.8333333,1,0
5,483.4200134,96.68400268,0,Disloyal,2,0,2016,13,0,0.75,1,1,19348,60000,1,48,565,27120,219.3659956,54,802.8333333,0,0
10,1824.090026,182.4090026,0,Disloyal,1,0,2016,13,0,0.75,1,2,17653,60000,1,48,525,25200,219.3659956,67,746.8333333,1,0
8,1131.799988,141.4749985,0,Disloyal,1,0,2016,13,0,0.75,1,2,26968,60000,1,48,666,31968,219.3659956,71,752.8333333,1,0
3,0,0,0,Disloyal,1,0,2017,14,0,0.75,1,1,37901,60000,2,48,879,42192,219.3555003,30,833.8333333,0,0
1,0,0,0,Disloyal,1,0,2017,14,0,0.75,3,3,9506,60000,3,48,589,28272,219.3345,70,479.8333333,1,0
6,1060.169983,176.6949972,0,Disloyal,1,0,2017,14,0,0.75,1,1,36823,60000,1,48,532,25536,219.3134941,33,767.8333333,1,0
5,803.2399902,160.647998,1,Loyal,4,0,2018,15,0,1.75,1,1,30472,60000,1,48,662,31776,219.3029981,55,196.7916667,1,0
10,0,0,0,Disloyal,1,0,2017,14,0,1,1,2,10032,60000,1,48,535,25680,219.2714994,54,341.8333333,1,0
9,1044.210022,116.0233358,0,Disloyal,1,0,2017,14,0,0.75,1,2,34724,60000,1,48,668,32064,219.2714994,70,540.7916667,0,0
5,0,0,1,Loyal,1,0,2017,14,0,0.75,1,1,27105,60000,1,48,539,25872,219.2714994,48,309.8333333,1,0
7,159,22.71428571,0,Disloyal,1,0,2017,14,0,1.5,1,1,21053,60000,2,36,373,13428,219.2505,25,371.8333333,1,0
5,1802.660034,360.5320068,0,Disloyal,1,0,2018,15,0,1.5,1,1,31379,60000,1,48,613,29424,219.2505,34,310.8333333,0,0
29,23447.14999,808.5224134,1,Loyal,1,0,2017,14,0,0.75,2,1,66345,66345,2,48,664,31872,219.2504969,61,260.7916667,1,0
14,6064.300014,433.1642867,1,Loyal,1,0,2017,14,0,1.5,2,2,22725,60000,2,36,415,14940,219.2504969,43,603.7916667,0,0
12,1064.080006,88.67333383,0,Disloyal,1,0,2016,13,0,0.75,1,1,16857,60000,2,48,767,36816,219.2504969,46,744.8333333,0,0
16,6717.010025,419.8131266,0,Disloyal,1,0,2017,14,0,0.75,1,3,24582,60000,3,39,726,28314,219.1980017,61,487.8333333,1,0
12,4870.300018,405.8583348,0,Disloyal,1,0,2017,14,0,0.75,1,1,38610,60000,3,48,651,31248,219.1980017,46,656.7916667,1,0
15,578.5499878,38.56999919,1,Loyal,2,0,2017,14,0,1,1,4,44768,60000,1,48,496,23808,219.1455,40,646.7916667,1,0
10,0,0,0,Disloyal,1,0,2016,13,0,0.75,1,2,8043,60000,2,48,582,27936,219.1454985,66,786.8333333,0,1
2,0,0,1,Loyal,1,1,2018,15,0,1.5,1,1,6419,60000,1,45,550,24750,219.1350048,30,236.7916667,0,0
9,805.7099991,89.52333323,0,Disloyal,1,0,2016,13,0,0.75,1,1,35926,60000,3,48,583,27984,219.1244966,53,968.7916667,1,0
8,3749.659973,468.7074966,0,Disloyal,1,0,2017,14,0,0.75,1,2,46672,46672,1,48,759,36432,219.1244938,37,450.8333333,0,0
10,3246.369965,324.6369965,0,Disloyal,2,0,2016,13,0,0.75,2,1,22354,60000,1,48,614,29472,219.0720019,48,556.7916667,1,0
6,539.4200058,89.9033343,1,Loyal,1,0,2016,13,0,0,2,3,53004,53004,1,48,827,39696,219.0720019,50,653.7916667,1,0
10,598.3999977,59.83999977,1,Loyal,1,0,2018,15,0,1.5,1,2,25555,60000,1,48,469,22512,219.0615,48,302.8333333,1,0
14,1936.030014,138.2878581,0,Disloyal,1,0,2016,13,0,1,1,2,48368,48368,3,60,747.5,44850,219.0195022,70,1263.833333,1,0
19,9289.599957,488.9263135,0,Disloyal,5,1,2017,14,0,0.75,1,1,36831,60000,3,39,849,33111,219.0195017,49,884.8333333,0,1
19,6571.479912,345.8673638,0,Disloyal,4,0,2017,14,0,0,1,5,40811,60000,3,48,803,38544,219.0195017,50,484.8333333,0,1
18,10548.62991,586.034995,0,Disloyal,1,0,2017,14,0,0.75,1,3,54283,54283,3,48,837,40176,219.0195017,63,351.8333333,1,1
14,3912.999908,279.4999934,0,Disloyal,1,1,2017,14,0,0.75,1,5,50985,50985,3,48,653,31344,219.0195017,69,871.8333333,0,1
2,367.9500122,183.9750061,1,Loyal,1,0,2017,14,0,0,1,1,55554,55554,3,48,510,24480,219.0195017,45,477.8333333,1,0
17,3873.169993,227.833529,0,Disloyal,1,0,2017,14,0,0.75,2,3,41523,60000,3,39,738,28782,218.9355017,62,506.8333333,0,0
14,1456.430008,104.0307149,1,Loyal,1,0,2017,14,0,0.75,1,3,48766,48766,3,36,600,21600,218.9355017,71,850.8333333,1,0
11,748,68,1,Loyal,1,0,2017,14,0,0.75,1,2,37387,60000,3,48,575,27600,218.9355017,55,330.8333333,1,1
12,6354.950012,529.5791677,0,Disloyal,1,0,2017,14,0,0.75,1,4,14501,60000,5,39,1068,41652,218.9144958,52,319.8333333,1,0
4,828.6900024,207.1725006,0,Disloyal,7,1,2016,13,0,0.75,1,1,46420,46420,1,48,710,34080,218.903997,45,1004.791667,0,0
5,376.1700134,75.23400268,1,Loyal,1,0,2018,15,0,1,1,2,37966,60000,1,45,824,37080,218.8830045,46,648.7916667,1,0
5,427.8599854,85.57199708,0,Disloyal,1,0,2017,14,0,0.75,1,1,20944,60000,2,48,683,32784,218.8619981,56,266.7916667,1,0
9,8883.080006,987.0088896,0,Disloyal,35,0,2017,14,0,0.75,1,2,30164,60000,3,36,593,21348,218.7990016,42,856.8333333,0,0
12,1266.699982,105.5583318,0,Disloyal,1,0,2017,14,0,1,1,1,14528,60000,3,36,447,16092,218.7990016,31,540.7916667,1,0
12,4178.399994,348.1999995,0,Disloyal,2,0,2017,14,0,1,1,1,41147,60000,1,39,490,19110,218.7045035,53,507.8333333,1,1
6,0,0,0,Disloyal,1,0,2017,14,0,1,1,1,41534,60000,1,39,501,19539,218.7045035,26,592.7916667,1,0
13,942.6499863,72.51153741,0,Disloyal,1,0,2017,14,0,0.75,1,2,17060,60000,3,48,599,28752,218.673,65,481.8333333,1,0
13,79.94999695,6.149999765,1,Loyal,1,1,2017,14,0,0,1,4,33436,60000,3,48,602,28896,218.6625045,62,583.7916667,1,1
6,895.6699829,149.2783305,0,Disloyal,2,0,2017,14,0,0.75,1,1,30140,60000,3,48,548,26304,218.6625,48,852.8333333,0,1
11,5253.829891,477.6208992,0,Disloyal,1,0,2017,14,0,1.25,1,2,30704,60000,3,48,615,29520,218.6414975,44,431.8333333,0,0
12,1630.349983,135.8624986,0,Disloyal,7,1,2017,14,0,0.75,1,1,31463,60000,1,48,617,29616,218.5995001,41,606.7916667,0,1
7,435.75,62.25,0,Disloyal,2,0,2017,14,0,0.75,1,1,35637,60000,1,60,906,54360,218.5995001,48,642.7916667,1,0
12,6257.549942,521.4624952,0,Disloyal,1,0,2017,14,0,0.75,1,2,37703,60000,1,48,557,26736,218.5995001,42,348.8333333,1,0
11,862.0199966,78.36545424,0,Disloyal,1,0,2017,14,0,0.75,1,3,34696,60000,1,48,591,28368,218.5995001,43,583.7916667,0,0
5,3169.180008,633.8360016,0,Disloyal,1,0,2017,14,0,1,1,1,10747,60000,1,48,708,33984,218.5995001,57,534.8333333,0,1
7,518.6099854,74.08714077,0,Disloyal,0.5,0,2017,14,0,1,2,2,21642,60000,1,48,553,26544,218.5995001,49,590.4166667,0,0
13,18670.02037,1436.155413,0,Disloyal,16,0,2017,14,0,0.75,1,2,25399,60000,3,48,475,22800,218.589,56,766.8333333,0,1
4,3025.180054,756.2950135,0,Disloyal,2,0,2018,15,0,1.5,1,1,18686,60000,3,48,518,24864,218.589,49,292.7916667,0,0
15,11515.69978,767.7133187,0,Disloyal,1,0,2017,14,0,0.75,1,3,34555,60000,3,48,607,29136,218.589,73,585.7916667,1,0
14,4409.929966,314.9949976,0,Disloyal,1,0,2018,15,0,1.5,1,2,29090,60000,3,48,564,27072,218.589,53,330.8333333,0,0
11,1624.04998,147.6409073,0,Disloyal,1,0,2017,14,0,0.75,1,2,14918,60000,3,48,537,25776,218.589,39,491.8333333,1,0
10,9846.200142,984.6200142,0,Disloyal,1,0,2017,14,0,1,1,5,13779,60000,3,48,579,27792,218.589,62,480.8333333,0,1
9,1794.350025,199.372225,1,Loyal,1,1,2017,14,0,0.75,1,2,20678,60000,3,48,518,24864,218.589,69,466.8333333,1,0
6,453,75.5,1,Loyal,1,0,2017,14,0,1,1,1,23459,60000,3,48,500,24000,218.589,60,488.8333333,1,0
4,1244.899994,311.2249985,0,Disloyal,1,0,2018,15,0,1.5,1,1,21124,60000,3,48,493,23664,218.589,31,400.8333333,1,0
5,0,0,0,Disloyal,0.5,0,2018,15,0,0,1,1,23182,60000,5,39,616,24024,218.589,56,603.3958334,1,0
18,1488.230003,82.67944461,0,Disloyal,1,0,2017,14,0,0.75,1,5,14833,60000,3,39,492,19188,218.5889918,53,570.7916667,0,1
14,2917.799973,208.4142838,1,Loyal,1,0,2017,14,0,0.75,3,1,11342,60000,3,48,672,32256,218.5889918,72,870.8333333,1,0
9,265.9399948,29.54888831,0,Disloyal,1,0,2018,15,0,1.5,1,1,21586,60000,3,48,589,28272,218.5889918,47,290.7916667,1,0
8,4281.899963,535.2374954,1,Loyal,1,1,2016,13,0,0.75,1,1,28517,60000,3,48,591,28368,218.5889918,60,1020.791667,1,0
5,580,116,1,Loyal,1,0,2017,14,0,0.75,1,1,29446,60000,3,48,607,29136,218.5889918,32,523.8333333,0,0
3,161.8500061,53.95000203,0,Disloyal,1,0,2017,14,0,0.75,1,1,24015,60000,3,48,490,23520,218.5889918,56,568.7916667,0,0
10,740.5999908,74.05999908,0,Disloyal,1,0,2016,13,0,0.75,1,1,25441,60000,3,48,531,25488,218.5785036,66,871.8333333,1,0
9,1339.020031,148.7800034,0,Disloyal,1,0,2017,14,0,0,1,2,36769,60000,3,48,582,27936,218.5785036,55,347.8333333,0,0
8,2355.780014,294.4725018,0,Disloyal,1,0,2016,13,0,0.75,1,2,22583,60000,3,48,567,27216,218.5785036,68,761.8333333,1,0
29,8923.719911,307.7144797,1,Loyal,1,1,2018,15,0,1.75,1,2,19945,60000,1,48,1097,52656,218.5784956,61,303.8333333,1,0
10,1452.37001,145.237001,1,Loyal,1,0,2016,13,0,0.75,1,2,47479,47479,2,60,827,49620,218.5470046,69,1074.833333,0,0
6,740.3800049,123.3966675,0,Disloyal,1,0,2016,13,0,0.75,2,3,39897,60000,2,48,488,23424,218.5470046,43,1089.833333,1,0
11,4795.999912,435.999992,0,Disloyal,1,0,2016,13,0,0,1,3,46549,46549,3,48,873,41904,218.5469959,45,1010.791667,0,0
2,0,0,0,Disloyal,0.5,0,2018,15,0,0,3,1,46378,46378,2,48,806.5,38712,218.5155051,60,613.3958334,1,0
27,4966.190079,183.9329659,0,Disloyal,4,1,2018,15,0,0.75,1,4,30334,60000,1,45,1329,59805,218.5154981,55,442.8333333,0,1
1,0,0,0,Disloyal,2,0,2018,15,0,1.5,2,2,22480,60000,1,36,391,14076,218.5154981,76,206.7916667,1,0
15,876.5999813,58.43999875,0,Disloyal,1,0,2017,14,0,1.5,1,5,32960,60000,1,24,268,6432,218.5154981,52,184.7916667,1,0
13,3524.690008,271.1300006,0,Disloyal,1,0,2018,15,0,1.5,2,0,22650,60000,3,39,635,24765,218.5154981,57,491.8333333,0,0
13,4142.130009,318.6253853,1,Loyal,1,0,2017,14,0,0.75,2,2,31188,60000,1,48,405,19440,218.5154981,71,233.7916667,1,0
7,2849.23999,407.0342843,1,Loyal,1,0,2017,14,0,0.75,1,3,26158,60000,3,36,599,21564,218.5154981,59,492.8333333,1,0
7,904.6600189,129.2371456,0,Disloyal,1,0,2018,15,0,1.5,1,1,25337,60000,1,36,515,18540,218.5154981,26,304.8333333,1,0
2,0,0,0,Disloyal,1,0,2017,14,0,0,1,2,11012,60000,3,48,552,26496,218.5154981,60,656.7916667,1,0
1,135.8999939,135.8999939,0,Disloyal,1,0,2017,14,0,0,1,3,26092,60000,3,48,601,28848,218.5154981,56,205.7916667,1,0
14,2421.860058,172.9900041,0,Disloyal,1,1,2016,13,0,0.75,1,2,62367,62367,2,60,369,22140,218.5049964,57,970.7916667,0,0
17,4518.46994,265.7923494,0,Disloyal,4,1,2018,15,0,1.5,1,3,33904,60000,1,48,509,24432,218.4945,45,399.8333333,0,1
6,508.9400024,84.82333373,0,Disloyal,3,0,2018,15,0,0.75,1,1,47306,47306,1,42,701,29442,218.4944962,37,518.8333333,1,0
16,7196.400013,449.7750008,0,Disloyal,1,1,2017,14,0,0.75,1,2,17633,60000,3,48,497,23856,218.4735,73,471.8333333,0,1
23,8240.149948,358.267389,1,Loyal,1,0,2018,15,0,1.75,1,4,32151,60000,1,48,765,36720,218.4630029,56,274.7916667,1,0
26,5762.989922,221.6534585,1,Loyal,2,0,2019,16,0,1.75,2,3,1823,60000,5,48,1412,67776,218.463,59,67.83333,0,0
28,14833.31999,529.7614282,1,Loyal,2,1,2016,13,0,0.75,1,7,45074,45074,3,48,794,38112,218.4420055,65,1201.833333,1,1
4,1002.100006,250.5250015,0,Disloyal,1,0,2017,14,0,0.75,1,2,10082,60000,2,48,638,30624,218.421,50,571.7916667,0,0
11,1141.680008,103.7890916,0,Disloyal,1,0,2018,15,0,1.25,1,1,28330,60000,1,48,604,28992,218.379,47,473.8333333,1,0
17,602.9799957,35.46941151,1,Loyal,1,1,2018,15,0,1.5,1,2,29290,60000,1,36,948,34128,218.3474988,55,243.7916667,0,0
17,5335.430077,313.8488281,0,Disloyal,1,0,2017,14,0,1.25,1,4,44537,60000,1,60,741,44460,218.3264988,42,458.8333333,0,0
22,6298.45993,286.2936332,1,Loyal,1,0,2017,14,0,1.5,2,5,27064,60000,1,48,485,23280,218.2844994,58,428.8333333,0,1
15,4586.669968,305.7779979,1,Loyal,1,0,2017,14,0,1,3,4,28221,60000,1,36,211,7596,218.2844994,64,473.8333333,1,0
19,4131.309917,217.4373641,1,Loyal,2,0,2017,14,0,0.75,1,2,10827,60000,3,48,636,30528,218.2740036,69,501.8333333,1,0
14,11700.88995,835.7778536,0,Disloyal,1,1,2017,14,0,0.75,1,1,12817,60000,3,48,584,28032,218.2740036,63,582.7916667,1,0
4,1019.460022,254.8650055,0,Disloyal,2,0,2016,13,0,0,1,1,32951,60000,1,48,868,41664,218.2739984,28,927.7916667,0,1
11,4306.190041,391.4718219,0,Disloyal,1,1,2017,14,0,0.75,1,1,28602,60000,1,48,524,25152,218.2635,56,590.7916667,1,1
8,1251.259995,156.4074994,0,Disloyal,2,1,2016,13,0,0.75,1,4,28467,60000,2,48,625,30000,218.2530031,70,802.8333333,0,1
9,1040.70002,115.6333356,0,Disloyal,1,0,2016,13,0,0.75,1,1,24154,60000,2,48,552,26496,218.2530031,48,912.7916667,1,1
8,2364.590027,295.5737534,0,Disloyal,1,0,2016,13,0,0.75,1,1,26163,60000,2,48,685,32880,218.2530031,32,1166.833333,1,1
8,0,0,0,Disloyal,1,0,2016,13,0,0.75,1,2,11675,60000,2,60,672,40320,218.2530031,67,892.8333333,0,0
8,673.6500092,84.20625115,1,Loyal,1,0,2016,13,0,0.75,1,2,12049,60000,2,48,582,27936,218.2530031,68,802.8333333,1,0
3,0,0,1,Loyal,4,0,2017,14,0,0.75,1,1,27673,60000,1,48,628,30144,218.2215,40,414.8333333,0,1
6,0,0,0,Disloyal,3,0,2017,14,0,0.75,1,1,23132,60000,1,48,581,27888,218.2215,44,882.8333333,1,1
10,1603.129982,160.3129982,1,Loyal,2,0,2017,14,0,0.75,1,2,26277,60000,1,48,954,45792,218.2215,51,487.8333333,1,0
9,0,0,1,Loyal,2,1,2017,14,0,0.75,1,2,21956,60000,1,48,631,30288,218.2215,49,565.7916667,1,0
6,29.95000076,4.991666793,0,Disloyal,2,1,2017,14,0,0.75,1,1,22320,60000,1,36,664,23904,218.2215,63,444.8333333,1,0
6,0,0,0,Disloyal,2,0,2017,14,0,0.75,1,1,16570,60000,1,48,641,30768,218.2215,71,523.8333333,1,0
3,0,0,1,Loyal,2,1,2017,14,0,0.75,1,1,19278,60000,1,48,639,30672,218.2215,55,556.7916667,0,0
8,0,0,0,Disloyal,1,0,2017,14,0,0.75,1,1,45190,45190,1,39,816,31824,218.2215,58,528.8333333,1,0
4,199.9499969,49.98749923,0,Disloyal,1,0,2017,14,0,0.75,1,1,34694,60000,1,48,600,28800,218.2215,53,421.8333333,1,0
6,199.9499969,33.32499948,0,Disloyal,0.5,0,2017,14,0,0.75,1,5,82937,82937,1,60,698,41880,218.2215,66,414.91665,0,0
9,1128.429962,125.3811069,0,Disloyal,1,0,2017,14,0,0.75,1,1,28313,60000,1,42,513,21546,218.158503,55,806.8333333,0,0
6,537.2799873,89.54666455,1,Loyal,1,0,2018,15,0,1.5,1,1,26497,60000,3,48,575,27600,218.085,53,261.7916667,0,0
9,618.6900024,68.7433336,0,Disloyal,1,1,2016,13,0,0.75,1,2,10419,60000,4,48,627,30096,218.0324991,59,737.8333333,1,0
7,421.0299864,60.14714091,1,Loyal,1,1,2016,13,0,0.75,1,1,39829,60000,4,48,697,33456,218.0324991,62,992.7916667,1,0
22,4973.400063,226.0636392,0,Disloyal,1,0,2018,15,0,0,1,4,31233,60000,1,48,674,32352,218.022,68,278.7916667,1,0
13,8674.449936,667.2653797,0,Disloyal,1,0,2018,15,0,0,5,4,16052,60000,1,48,1002,48096,217.98,56,178.7917,1,0
14,7291.839916,520.8457083,0,Disloyal,15,0,2017,14,0,0.75,1,1,37038,60000,3,48,607,29136,217.9695037,45,817.8333333,0,0
25,2436.410028,97.45640112,0,Disloyal,2,0,2017,14,0,1,1,2,19400,60000,3,36,621,22356,217.9695037,40,648.7916667,1,1
19,7592.409908,399.6005215,1,Loyal,1,0,2017,14,0,0.75,1,2,23460,60000,3,48,578,27744,217.9695037,58,541.7916667,0,1
14,3989.31995,284.951425,0,Disloyal,1,0,2017,14,0,0,1,2,23954,60000,3,48,734,35232,217.9695037,60,764.8333333,1,0
6,206.4499969,34.40833282,1,Loyal,1,0,2016,13,0,0.75,1,1,27148,60000,1,48,583,27984,217.9695017,69,514.8333333,1,0
18,6352.020052,352.8900029,0,Disloyal,1,1,2017,14,0,0.75,1,4,46549,46549,3,45,548,24660,217.9695007,57,401.8333333,1,0
15,2830.040028,188.6693352,0,Disloyal,1,0,2017,14,0,0.75,1,2,39178,60000,3,48,684,32832,217.9695007,49,876.8333333,0,1
