Times_serviced,Total_service_pay,Average_service_pay,Loyal_or_Disloyal,Loyal,Service_time,Commercial_electronic_messages,Model_year,Number_of_years,Customer_cost,Rate,Number_active_cars,number_historic_cars,odometer_reading,Income,province,Term,Total_monthly_payment,Total_pay,Warranty_pay,Age,Days_since_last_service,Used_or_New,product_category
8,637.1599922,79.64499903,0,Disloyal,1,0,2017,14,0,0.75,1,1,39936,60000,3,48,565,27120,217.9695007,40,416.8333333,1,0
14,3288.840034,234.9171453,0,Disloyal,1,1,2018,15,0,1.5,2,2,44918,60000,3,48,600,28800,217.9695,55,394.8333333,0,0
13,3270.469929,251.5746099,0,Disloyal,1,0,2018,15,0,1,1,1,27085,60000,3,45,905,40725,217.9695,61,656.7916667,1,0
12,2175.589951,181.2991626,1,Loyal,1,0,2017,14,0,0.75,1,1,30060,60000,3,48,587,28176,217.9695,50,515.8333333,1,0
8,1218.719971,152.3399964,1,Loyal,1,0,2017,14,0,0.75,1,2,26440,60000,3,39,759,29601,217.9695,56,592.7916667,0,0
2,20,10,1,Loyal,1,1,2017,14,0,0.75,1,1,26789,60000,1,48,571,27408,217.9695,35,175.7917,1,0
3,0,0,0,Disloyal,1,0,2016,13,0,1.5,1,1,30398,60000,4,60,859,51540,217.9274977,40,966.7916667,1,0
12,1445.040009,120.4200008,1,Loyal,1,0,2016,13,0,0.75,1,2,100818,100818,3,48,856,41088,217.9274952,51,1073.833333,0,0
7,70.38000107,10.05428587,0,Disloyal,1,0,2018,15,0,1.5,1,2,35638,60000,3,39,808,31512,217.917,54,305.8333333,1,0
7,650.8000031,92.97142901,1,Loyal,1,0,2017,14,0,1,1,1,38625,60000,1,48,436,20928,217.9169945,29,550.7916667,1,0
7,0,0,1,Loyal,1,0,2016,13,0,0.75,2,1,16113,60000,1,48,432,20736,217.9169945,66,318.8333333,0,0
12,2700.850033,225.0708361,0,Disloyal,2,1,2016,13,0,0.75,1,4,27582,60000,2,48,621,29808,217.8855027,42,817.8333333,1,0
3,0,0,1,Loyal,1,1,2016,13,0,0.75,1,1,18843,60000,2,48,661,31728,217.8855027,59,800.8333333,1,0
4,0,0,0,Disloyal,1,1,2015,12,0,1.5,1,1,51039,51039,1,48,949,45552,217.8855022,43,863.8333333,0,0
18,7131.140075,396.1744486,0,Disloyal,1,0,2017,14,0,0.75,1,2,38933,60000,1,45,561,25245,217.8855007,55,820.8333333,1,1
10,177.7799988,17.77799988,0,Disloyal,1,0,2017,14,0,0.75,1,1,43552,60000,1,48,599,28752,217.8855007,39,645.7916667,0,0
15,3291.320011,219.4213341,1,Loyal,1,0,2017,14,0,0.75,1,5,36338,60000,3,48,639,30672,217.8540015,54,900.8333333,0,0
13,4347.650013,334.4346164,0,Disloyal,12,0,2017,14,0,0.75,1,1,36493,60000,3,48,671,32208,217.854001,56,785.8333333,1,1
17,14335.30995,843.2535265,1,Loyal,2,0,2017,14,0,1.25,1,2,29530,60000,3,60,1026,61560,217.854001,39,556.7916667,1,1
20,7055.020044,352.7510022,1,Loyal,1,1,2016,13,0,0.75,1,3,30437,60000,3,48,672,32256,217.854001,57,883.8333333,0,0
8,4632.97998,579.1224975,0,Disloyal,1,0,2017,14,0,0.75,1,1,25758,60000,3,48,488,23424,217.854001,29,261.7916667,1,0
8,235.3000031,29.41250039,0,Disloyal,1,0,2017,14,0,0.75,1,1,24864,60000,3,48,469,22512,217.854001,60,562.7916667,0,0
5,19.95000076,3.990000152,0,Disloyal,1,0,2017,14,0,0.75,1,1,28957,60000,3,48,585,28080,217.854001,33,796.8333333,1,0
29,18445.76996,636.0610331,0,Disloyal,1,0,2018,15,0,1.75,3,1,33893,60000,3,48,835,40080,217.854,37,277.7916667,1,0
19,4320.149962,227.3763138,1,Loyal,1,0,2017,14,0,0.75,1,3,20335,60000,3,36,310,11160,217.854,54,787.8333333,0,0
14,4306.859936,307.6328526,0,Disloyal,1,0,2018,15,0,1.5,1,3,34203,60000,3,39,782,30498,217.854,56,326.8333333,1,0
14,5554.170038,396.7264313,1,Loyal,1,0,2017,14,0,0.75,1,1,18811,60000,3,48,543,26064,217.854,51,655.7916667,0,0
10,757.0199928,75.70199928,0,Disloyal,1,0,2017,14,0,1,1,1,27244,60000,3,48,568,27264,217.854,44,411.8333333,1,0
7,3629.380026,518.4828609,0,Disloyal,1,0,2017,14,0,1.5,2,2,25400,60000,3,48,500,24000,217.854,51,228.7917,1,0
11,855.6200066,77.78363696,0,Disloyal,4,0,2018,15,0,1.75,2,1,22360,60000,3,48,508,24384,217.8539975,53,285.7916667,0,1
6,13374.80042,2229.133403,1,Loyal,1,1,2018,15,0,1.5,1,1,20731,60000,1,48,509,24432,217.8329985,47,233.7916667,1,1
6,1128.98999,188.1649983,1,Loyal,1,0,2018,15,0,1.5,1,3,19676,60000,1,45,744,33480,217.8120021,55,197.7916667,1,0
8,458.1999969,57.27499961,1,Loyal,2,0,2016,13,0,0.75,1,4,42774,60000,2,48,1038,49824,217.7805043,60,817.8333333,0,0
9,40,4.444444444,0,Disloyal,4,1,2016,13,0,0.75,1,1,23295,60000,1,48,335,16080,217.7805,40,1110.833333,0,1
18,2298.229973,127.6794429,0,Disloyal,1,0,2016,13,0,0.75,1,2,43479,60000,1,48,519,24912,217.7804973,47,540.7916667,1,0
11,939.0400057,85.36727325,1,Loyal,1,0,2017,14,0,1,1,2,22382,60000,1,48,658,31584,217.7804973,52,430.8333333,0,0
11,2164.429958,196.7663598,0,Disloyal,1,0,2017,14,0,0.75,1,4,25999,60000,1,60,461,27660,217.7804973,68,746.8333333,0,0
9,1459.609985,162.1788872,0,Disloyal,1,0,2016,13,0,0.75,1,1,23511,60000,1,48,924,44352,217.7804973,63,830.8333333,0,0
4,85,21.25,0,Disloyal,1,0,2016,13,0,0.75,1,1,13503,60000,1,48,545,26160,217.7804973,47,484.8333333,0,0
3,0,0,0,Disloyal,1,0,2018,15,0,0,2,1,16343,60000,1,48,486,23328,217.77,26,119.8333,1,0
3,1125.299973,375.099991,0,Disloyal,2,1,2016,13,0,0.75,1,4,7968,60000,1,39,735,28665,217.7385,42,114.8333,1,0
11,1658.260036,150.7509124,1,Loyal,1,0,2017,14,0,0.75,1,3,21845,60000,3,48,511,24528,217.7385,45,474.8333333,0,0
9,0,0,0,Disloyal,1,0,2016,13,0,0,1,5,31085,60000,2,48,683,32784,217.6965064,38,899.8333333,1,0
7,1870.189972,267.169996,0,Disloyal,2.5,1,2018,15,0,1.5,2,1,57527,57527,1,46.5,500,23250,217.6755,35,550.9166667,1,0
25,1817.240002,72.68960008,1,Loyal,1,0,2018,15,0,1.5,1,4,39601,60000,1,39,708,27612,217.6755,53,346.8333333,0,0
10,739.2000275,73.92000275,1,Loyal,2,0,2017,14,0,0.75,2,2,8107,60000,1,48,515,24720,217.6754989,59,817.8333333,1,0
13,4657.58992,358.2761477,0,Disloyal,1,0,2018,15,0,1.5,2,2,28235,60000,1,36,851,30636,217.6754989,53,317.8333333,1,0
16,5334.919968,333.432498,0,Disloyal,0.5,1,2018,15,0,1.5,3,1,38582,60000,1,48,473,22704,217.6754989,31,494.4166667,1,0
5,0,0,1,Loyal,1,0,2017,14,0,0.75,1,2,28999,60000,1,48,657,31536,217.6754974,46,179.7916667,0,0
2,1921.900024,960.950012,0,Disloyal,1,0,2017,14,0,0.75,1,4,21292,60000,1,48,630,30240,217.6754974,61,252.7916667,1,0
6,1698.030014,283.0050023,0,Disloyal,2,0,2016,13,0,0.75,2,3,27676,60000,1,48,624,29952,217.6650007,72,774.8333333,0,1
14,1902.330009,135.8807149,1,Loyal,1,0,2017,14,0,0.75,1,2,25808,60000,1,48,616,29568,217.6650007,57,446.8333333,0,0
7,0,0,0,Disloyal,1,0,2017,14,0,1,1,1,42713,60000,1,48,505,24240,217.6650007,35,565.7916667,0,1
6,1380.779968,230.1299947,0,Disloyal,1,0,2016,13,0,0.75,1,1,13473,60000,1,48,569,27312,217.6650007,43,742.8333333,0,0
5,448.0899963,89.61799926,0,Disloyal,1,0,2017,14,0,0.75,1,4,30276,60000,1,48,569,27312,217.6650007,60,352.8333333,1,0
1,0,0,0,Disloyal,1,0,2016,13,0,0.75,1,2,44106,60000,1,40,516,20640,217.6650007,52,361.8333333,0,1
17,3571.600008,210.0941181,0,Disloyal,0.5,0,2018,15,0,1.5,3,2,24105,60000,1,43.5,524.5,22815.75,217.6650007,61,516.4166667,1,0
20,6834.759983,341.7379992,0,Disloyal,1,1,2016,13,0,1.5,2,2,36723,60000,2,48,920,44160,217.633499,76,877.8333333,0,0
4,356.1000061,89.02500153,0,Disloyal,2,0,2017,14,0,0.75,1,1,29497,60000,1,48,585,28080,217.6230037,38,787.8333333,0,0
11,0,0,0,Disloyal,1,0,2017,14,0,0.75,1,3,34993,60000,1,36,572,20592,217.6230037,71,568.7916667,1,0
11,386.1600037,35.10545488,0,Disloyal,1,0,2017,14,0,0.75,1,2,10849,60000,1,48,579,27792,217.602,68,488.8333333,1,0
9,847.9400024,94.21555582,1,Loyal,1,0,2017,14,0,1,1,1,13269,60000,1,48,633,30384,217.602,73,458.8333333,1,0
5,3011.789978,602.3579956,1,Loyal,1,0,2017,14,0,0.75,1,2,18099,60000,1,48,694,33312,217.602,64,239.7917,0,1
5,0,0,0,Disloyal,1,1,2017,14,0,0.75,1,1,18185,60000,1,48,617,29616,217.602,43,529.8333333,0,0
7,1088.960022,155.5657174,0,Disloyal,1,1,2016,13,0,0.75,1,1,35615,60000,1,48,716,34368,217.6019953,58,960.7916667,1,0
16,7319.199902,457.4499939,1,Loyal,1,1,2018,15,0,1.5,1,5,20593,60000,3,39,875,34125,217.5914955,65,310.8333333,1,0
6,2958.459961,493.0766602,0,Disloyal,1,0,2017,14,0,0.75,1,4,15722,60000,1,48,798,38304,217.5809973,59,751.8333333,1,0
17,2110.020051,124.1188265,0,Disloyal,8,0,2018,15,0,2,4,1,17017,60000,1,48,828.5,39768,217.5809948,51,362.9166667,1,1
16,1411.209999,88.20062494,1,Loyal,1,0,2016,13,0,0.75,1,3,38407,60000,2,48,624,29952,217.5705035,48,913.7916667,0,0
16,2444.639992,152.7899995,0,Disloyal,1,0,2016,13,0,0.75,1,1,31645,60000,2,48,595,28560,217.5705035,57,1143.833333,0,0
10,603.4900131,60.34900131,0,Disloyal,1,0,2016,13,0,0.75,1,1,31743,60000,2,48,635,30480,217.5705035,49,939.7916667,1,0
23,6655.669884,289.3769515,0,Disloyal,1,0,2016,13,0,1.5,2,4,24003,60000,4,48,734,35232,217.5495021,50,316.8333333,1,0
15,440.8900146,29.39266764,1,Loyal,1,1,2016,13,0,0.75,2,2,22713,60000,2,48,487,23376,217.5495021,61,346.8333333,1,0
9,400,44.44444444,1,Loyal,1,0,2016,13,0,0,1,3,25685,60000,4,48,756,36288,217.5495021,61,879.8333333,1,0
6,0,0,0,Disloyal,1,0,2016,13,0,0.75,1,2,16970,60000,2,48,743,35664,217.5495021,50,760.8333333,1,0
8,1538.310059,192.2887574,0,Disloyal,5.5,0,2018,15,0,1.75,1,3,49835,49835,3,48,605,29040,217.5285001,56,718.8124999,0,0
11,15026.94007,1366.085461,0,Disloyal,13,0,2017,14,0,0.75,1,2,29158,60000,3,48,624,29952,217.5285,63,604.7916667,0,1
9,1724.959991,191.6622212,0,Disloyal,1,1,2017,14,0,0.75,1,3,48394,48394,3,48,814,39072,217.5284976,53,809.8333333,1,0
16,11999.67001,749.9793756,1,Loyal,2,0,2016,13,0,0,1,5,27038,60000,1,48,676,32448,217.5180043,55,1006.791667,1,0
8,3326.630127,415.8287659,1,Loyal,1,0,2016,13,0,0.75,2,2,55147,55147,1,48,600,28800,217.5180043,70,836.8333333,0,0
4,2764.079956,691.019989,0,Disloyal,11,0,2015,12,0,1.25,1,1,69975,69975,4,60,934,56040,217.5180003,28,1111.833333,0,1
5,2155.219944,431.0439888,0,Disloyal,1,0,2017,14,0,0.75,1,3,47714,47714,4,39,621,24219,217.5180003,53,429.8333333,0,0
7,1704.769989,243.5385699,0,Disloyal,1,0,2016,13,0,0.75,1,1,96322,96322,3,48,782,37536,217.5074976,56,1209.833333,1,0
2,521.2099991,260.6049996,0,Disloyal,1,0,2017,14,0,0.75,1,1,26368,60000,1,48,478,22944,217.497,55,495.8333333,1,0
7,2373.070019,339.0100027,0,Disloyal,1,1,2016,13,0,0.75,1,2,20282,60000,1,48,504,24192,217.4760054,52,1009.791667,0,0
14,65.25,4.660714286,0,Disloyal,1,0,2018,15,0,1.5,1,3,13937,60000,2,48,538,25824,217.4655046,65,217.7916667,0,1
10,535.9500122,53.59500122,0,Disloyal,1,0,2016,13,0,0.75,1,1,30941,60000,2,36,558,20088,217.4234969,55,289.7916667,0,1
15,6971.859989,464.7906659,0,Disloyal,1,0,2017,14,0,0.75,1,1,47705,47705,3,48,581,27888,217.4130019,58,485.8333333,1,0
6,834.739975,139.1233292,1,Loyal,1,0,2017,14,0,0.75,1,1,52715,52715,3,48,700,33600,217.4130019,46,401.8333333,1,0
9,2111.680023,234.6311137,1,Loyal,1,0,2016,13,0,0.75,1,1,35821,60000,1,48,530,25440,217.4129979,59,858.8333333,0,0
16,0,0,0,Disloyal,1,0,2017,14,0,1,1,3,16857,60000,3,48,555,26640,217.371,51,438.8333333,1,0
3,300,100,1,Loyal,1,1,2016,13,0,1.5,1,1,24909,60000,1,60,640,38400,217.3709977,51,834.8333333,0,0
14,1219.980011,87.14142936,0,Disloyal,1,0,2018,15,0,1.5,1,2,25204,60000,4,48,707,33936,217.308,38,337.8333333,1,0
11,3171.62999,288.3299991,0,Disloyal,1,0,2017,14,0,0.75,1,1,22834,60000,4,48,789,37872,217.308,34,813.8333333,0,0
14,629.9500008,44.99642863,1,Loyal,1,0,2017,14,0,0.75,1,1,8752,60000,4,48,522,25056,217.3079985,71,815.8333333,1,0
8,1054.73003,131.8412538,1,Loyal,1,0,2017,14,0,0.75,1,3,26380,60000,4,39,607,23673,217.3079985,47,898.8333333,0,1
6,0,0,0,Disloyal,1,0,2017,14,0,0.75,1,1,33798,60000,4,48,610,29280,217.3079985,44,820.8333333,0,0
8,928.7700162,116.096252,1,Loyal,2,0,2019,16,0,0,2,3,160,60000,2,12,533,6396,217.287,48,54.83333,1,0
29,13066.37014,450.5644876,1,Loyal,2,0,2016,13,0,0.75,2,2,19451,60000,2,60,832,49920,217.2869986,53,1265.833333,1,1
10,817.7399902,81.77399902,1,Loyal,1,0,2017,14,0,0.75,1,1,41537,60000,2,48,481,23088,217.2555033,56,591.7916667,1,0
8,354.7399902,44.34249878,0,Disloyal,1,1,2016,13,0,0.75,1,2,24049,60000,2,48,685,32880,217.2555033,64,771.8333333,1,0
15,6203.089905,413.539327,0,Disloyal,1,0,2017,14,0,1,1,1,43234,60000,1,39,794,30966,217.2344969,54,649.7916667,1,0
9,5097.689987,566.4099986,0,Disloyal,1,0,2018,15,0,1.75,1,3,7195,60000,3,45,506,22770,217.224,52,283.7916667,1,0
6,1797.450001,299.5750002,0,Disloyal,1,0,2017,14,0,0.75,1,1,37121,60000,3,48,562,26976,217.1505019,53,403.8333333,0,0
11,5280.039982,480.0036347,0,Disloyal,1,1,2016,13,0,0.75,1,4,30020,60000,3,48,692,33216,217.1190027,48,549.7916667,0,0
3,0,0,0,Disloyal,1,1,2017,14,0,0.75,1,2,57004,57004,1,48,690,33120,217.119,49,556.7916667,0,0
4,0,0,0,Disloyal,1,1,2016,13,0,0.75,1,1,34440,60000,4,72,852,61344,217.1084925,56,939.7916667,0,0
8,2888.250001,361.0312501,0,Disloyal,5,0,2016,13,0,0.75,3,2,26471,60000,2,60,908,54480,217.0770003,56,891.8333333,0,0
9,958.2000122,106.466668,0,Disloyal,1,0,2016,13,106.69,0.75,1,1,45445,45445,1,48,580,27840,217.0665,59,964.7916667,0,0
4,68.94999695,17.23749924,0,Disloyal,1,0,2019,16,0,1.5,1,2,6957,60000,5,45,856,38520,217.0560048,44,114.8333333,0,0
14,1217.579998,86.96999986,1,Loyal,2,0,2017,14,0,0.75,2,2,37702,60000,1,48,479,22992,217.0455055,43,465.8333333,1,0
6,0,0,0,Disloyal,1,0,2017,14,0,0.75,1,2,47961,47961,1,36,622,22392,217.0455055,59,771.8333333,1,0
3,0,0,0,Disloyal,1,0,2016,13,103.61,0.75,1,3,28400,60000,3,48,509,24432,217.0454975,68,656.7916667,1,0
4,1439.009995,359.7524988,1,Loyal,5,0,2017,14,0,0,1,1,24303,60000,2,48,1049,50352,216.9719999,56,991.7916667,0,1
12,4647.890018,387.3241682,0,Disloyal,1,0,2018,15,0,1.5,2,2,33291,60000,3,48,635,30480,216.9719969,53,495.8333333,1,0
9,1615.909954,179.5455504,0,Disloyal,10,0,2018,15,0,1.5,1,1,14096,60000,1,48,517,24816,216.951,60,563.7916667,0,0
10,2069.419968,206.9419968,0,Disloyal,1,1,2015,12,0,1.75,1,2,33006,60000,4,60,1417,85020,216.9090059,50,1185.833333,1,0
13,4925.929997,378.9176921,1,Loyal,1,0,2018,15,0,1.75,2,2,11776,60000,1,48,875,42000,216.8984957,41,414.8333333,0,0
28,522.5,18.66071429,1,Loyal,1,0,2019,16,0,0,3,6,8447,60000,2,39,822,32058,216.8775,49,164.8333,1,0
12,0,0,1,Loyal,4,0,2017,14,0,0.75,1,4,16892,60000,1,48,567,27216,216.8669965,44,291.7916667,1,0
21,4882.199997,232.4857141,1,Loyal,1,0,2017,14,0,0.75,2,1,36195,60000,1,36,869,31284,216.8669965,53,507.8333333,1,0
14,4041.119919,288.6514228,0,Disloyal,1,1,2017,14,0,0.75,1,2,46473,46473,1,48,696,33408,216.8669965,43,288.7916667,1,0
6,2136.300003,356.0500005,0,Disloyal,1,0,2017,14,0,0.75,1,1,34220,60000,1,48,577,27696,216.8565002,55,529.8333333,1,0
2,567.8199921,283.9099961,0,Disloyal,0.5,0,2018,15,0,1.5,1,2,35897,60000,1,48,630,30240,216.8565002,53,512.4166667,1,0
11,611.8499975,55.62272705,0,Disloyal,1,1,2018,15,0,1.5,1,1,21450,60000,3,48,729,34992,216.8565,62,303.8333333,1,0
7,0,0,1,Loyal,1,1,2018,15,0,0.75,1,6,28542,60000,3,42,848,35616,216.8355,55,586.7916667,0,0
13,2223.499943,171.0384572,1,Loyal,1,0,2017,14,0,0.75,1,2,38877,60000,3,48,607,29136,216.8354982,65,662.7916667,1,0
8,1125.210032,140.651254,0,Disloyal,1,1,2016,13,0,0.75,1,4,12168,60000,3,48,614,29472,216.8145033,54,365.8333333,1,0
2,129.9499969,64.97499845,1,Loyal,1,1,2016,13,0,0,1,1,31049,60000,3,48,892,42816,216.8145033,70,752.8333333,1,0
13,1203.840004,92.60307723,0,Disloyal,1,1,2017,14,0,0.75,1,2,23915,60000,1,48,631,30288,216.8145003,56,824.8333333,0,0
5,299.9500122,59.99000244,0,Disloyal,1,0,2017,14,0,0.75,1,1,19796,60000,1,42,823,34566,216.8145001,59,452.8333333,1,0
21,2296.149979,109.3404752,0,Disloyal,1,0,2016,13,0,0.75,1,3,25732,60000,1,48,548,26304,216.7935028,65,1016.791667,0,0
9,2256.199982,250.6888869,0,Disloyal,1,0,2016,13,0,0.75,1,1,34472,60000,1,48,526,25248,216.7935028,36,761.8333333,0,0
5,762.7600098,152.552002,0,Disloyal,1,1,2016,13,0,0.75,1,2,40305,60000,1,48,480,23040,216.7935028,56,280.7916667,0,0
1,0,0,0,Disloyal,2,0,2017,14,0,1.25,1,1,17804,60000,1,45,640,28800,216.7935,37,564.7916667,0,0
14,4871.369926,347.9549947,0,Disloyal,4,0,2016,13,0,1.75,1,7,28309,60000,1,60,382,22920,216.7830015,63,785.8333333,0,1
4,434.2600098,108.5650025,0,Disloyal,1,0,2016,13,0,0.75,1,1,30302,60000,1,48,590,28320,216.7830015,48,736.8333333,0,1
4,334.6000061,83.65000153,0,Disloyal,1,0,2016,13,0,0.75,1,1,12588,60000,1,48,539,25872,216.7830015,40,914.7916667,1,0
10,6700.11013,670.011013,0,Disloyal,1,0,2017,14,0,1.25,1,2,18917,60000,3,48,600,28800,216.762,32,480.8333333,1,0
6,977.210022,162.868337,0,Disloyal,3,0,2018,15,0,1.75,1,1,12027,60000,1,45,886,39870,216.7410036,56,234.7916667,0,0
5,738.25,147.65,1,Loyal,1,0,2018,15,0,1.5,2,1,13741,60000,1,48,774,37152,216.7410036,57,213.7916667,1,0
6,414.8499928,69.14166547,0,Disloyal,1,0,2017,14,0,0.75,2,1,27948,60000,2,48,525,25200,216.7199971,40,378.8333333,1,0
15,4571.599987,304.7733325,1,Loyal,2,0,2017,14,0,0.75,1,3,25878,60000,3,36,691,24876,216.6990046,49,509.8333333,0,0
14,1998.139999,142.7242856,0,Disloyal,1,1,2017,14,0,0.75,1,1,24670,60000,3,45,502,22590,216.6990046,33,845.8333333,1,0
6,1552.339966,258.7233277,0,Disloyal,1,0,2016,13,0,0.75,1,3,13646,60000,3,48,385,18480,216.6990046,59,344.8333333,1,0
13,1725.969971,132.7669208,0,Disloyal,2,0,2018,15,0,1.5,1,1,18225,60000,5,48,584,28032,216.699,62,543.7916667,1,0
13,354.1999969,27.24615361,0,Disloyal,2,0,2017,14,0,0.75,1,3,45849,45849,2,48,645,30960,216.6780051,44,758.8333333,0,1
20,1624.240036,81.2120018,1,Loyal,1,1,2016,13,0,0.75,1,4,28303,60000,2,48,565,27120,216.6780051,51,799.8333333,1,0
20,6125.580097,306.2790049,0,Disloyal,1,0,2017,14,0,0.75,2,1,29788,60000,3,48,561,26928,216.6780001,49,663.7916667,1,0
13,1421.240023,109.3261556,0,Disloyal,2,1,2018,15,0,1.5,1,2,26095,60000,3,48,565,27120,216.6779981,46,465.8333333,0,1
8,1600.829987,200.1037484,0,Disloyal,2,1,2018,15,0,1.75,1,1,12628,60000,1,48,616,29568,216.6779981,24,353.8333333,1,0
10,194.9800014,19.49800014,0,Disloyal,1,0,2018,15,0,1.5,1,3,19448,60000,1,48,808,38784,216.6779981,44,444.8333333,1,0
9,2197.389992,244.1544436,1,Loyal,1,1,2017,14,0,0.75,1,1,40046,60000,1,48,580,27840,216.6779981,51,591.7916667,0,0
8,4996.849998,624.6062498,0,Disloyal,1,0,2018,15,0,0.75,1,1,33099,60000,1,45,898,40410,216.6779981,57,662.7916667,1,0
8,1377.530029,172.1912536,1,Loyal,1,1,2018,15,0,1.25,1,4,30470,60000,1,48,776,37248,216.6779981,69,407.8333333,0,0
7,2304.730011,329.2471444,0,Disloyal,1,0,2017,14,0,0.75,1,1,30508,60000,1,48,627,30096,216.6779981,51,589.7916667,1,0
5,1686.429993,337.2859986,1,Loyal,1,0,2017,14,0,0,1,2,35735,60000,3,48,355,17040,216.6779981,60,572.7916667,0,0
22,9570.240078,435.0109126,0,Disloyal,17,0,2017,14,0,1,1,2,31155,60000,1,48,772,37056,216.6779966,41,753.8333333,0,1
7,1810.279999,258.6114284,1,Loyal,1,0,2017,14,0,0.75,1,2,23099,60000,1,48,753,36144,216.657,50,590.7916667,0,1
15,3935.870056,262.3913371,0,Disloyal,2,0,2017,14,0,0.75,2,4,24441,60000,1,39,588,22932,216.6464954,72,477.8333333,0,1
9,3466.149963,385.1277737,0,Disloyal,1,0,2017,14,0,0.75,1,1,38145,60000,1,48,591,28368,216.6464954,45,421.8333333,1,0
7,1259.679977,179.9542824,0,Disloyal,1,0,2018,15,0,1.5,1,1,20372,60000,1,48,653,31344,216.6464954,50,410.8333333,1,0
5,5029.209923,1005.841985,1,Loyal,1,0,2017,14,0,1,1,1,35665,60000,1,60,819,49140,216.6464954,59,504.8333333,0,0
2,328.6100006,164.3050003,0,Disloyal,1,0,2017,14,0,0.75,1,5,18146,60000,1,60,1183,70980,216.6464954,59,809.8333333,0,0
8,225,28.125,0,Disloyal,0.5,0,2017,14,0,0.75,1,2,47252,47252,1,48,584.5,28056,216.6464954,59,627.3958334,1,0
24,8186.960014,341.1233339,0,Disloyal,1,0,2017,14,0,1,1,2,40692,60000,3,48,735,35280,216.6255029,59,661.7916667,0,0
18,976.3500099,54.24166722,1,Loyal,1,0,2018,15,0,1.5,1,2,32341,60000,3,48,529,25392,216.6254994,42,289.7916667,0,1
11,963.2899933,87.57181757,1,Loyal,2,1,2017,14,0,0.75,2,4,47302,47302,1,36,515,18540,216.604501,55,913.7916667,1,0
29,6249.950104,215.5155208,1,Loyal,1,1,2018,15,0,0.75,1,2,36071,60000,1,45,890,40050,216.604501,34,351.8333333,1,0
6,642.8299866,107.1383311,0,Disloyal,1,0,2016,13,0,0.75,1,2,34042,60000,1,48,902,43296,216.594,56,64.83333,1,0
3,711.8800049,237.293335,0,Disloyal,2,0,2018,15,0,1.5,1,1,35919,60000,1,36,489.5,17622,216.5939992,23,721.9166666,0,0
9,786.0000191,87.33333546,1,Loyal,1,0,2016,13,0,0.75,3,1,39006,60000,1,48,397,19056,216.5939992,70,926.7916667,0,1
6,896.3500061,149.3916677,1,Loyal,5,0,2017,14,0,0.75,1,1,31646,60000,1,48,691,33168,216.5624995,66,474.8333333,0,1
6,0,0,0,Disloyal,1,0,2017,14,0,1.5,1,4,10474,60000,1,48,526,25248,216.5624975,71,442.8333333,0,0
4,1937.279999,484.3199998,0,Disloyal,1,0,2016,13,0,0,2,1,38246,60000,1,24,663,15912,216.531,32,32.83333,0,0
14,2128.830002,152.0592859,0,Disloyal,7,0,2017,14,0,0.75,1,1,29912,60000,1,48,619,29712,216.4995051,64,841.8333333,0,1
5,74.5,14.9,0,Disloyal,1,1,2017,14,0,0.75,1,1,26594,60000,1,60,609,36540,216.4995051,38,401.8333333,0,0
14,6280.379995,448.5985711,0,Disloyal,1,1,2018,15,0,1.5,1,1,20946,60000,3,48,667,32016,216.4995,43,285.7916667,1,0
8,170.6999969,21.33749961,0,Disloyal,1,1,2017,14,0,0.75,1,1,11696,60000,1,36,612,22032,216.4574996,31,841.8333333,1,0
6,0,0,1,Loyal,2,1,2017,14,0,0.75,1,1,46253,46253,1,48,683,32784,216.4469986,51,474.8333333,0,0
11,1060.609985,96.41908955,0,Disloyal,1,0,2016,13,0,0.75,1,1,43675,60000,1,48,734,35232,216.3944942,49,1059.833333,0,0
5,215.9499969,43.18999938,0,Disloyal,1,0,2018,15,0,2,1,1,15353,60000,3,48,482,23136,216.3735077,56,219.7916667,1,0
10,2533.960072,253.3960072,1,Loyal,6,0,2017,14,0,0.75,2,2,23116,60000,4,48,469,22512,216.3314982,64,800.8333333,1,0
12,2781.370008,231.780834,0,Disloyal,3,0,2017,14,0,0.75,1,5,30707,60000,1,48,637,30576,216.3,56,511.8333333,0,1
11,2604.12998,236.7390891,0,Disloyal,1,1,2018,15,0,1.5,1,2,10089,60000,3,48,556,26688,216.3,53,284.7916667,0,0
13,1459.5,112.2692308,1,Loyal,2,1,2017,14,0,1,1,2,23394,60000,4,48,526,25248,216.2895038,49,458.8333333,1,0
4,0,0,1,Loyal,1,0,2017,14,0,0.75,1,1,36894,60000,4,48,758,36384,216.2895038,40,597.7916667,1,0
12,1511.719994,125.9766662,1,Loyal,1,0,2017,14,0,0.75,1,1,26860,60000,4,48,519,24912,216.2895,61,858.8333333,1,0
13,5139.85994,395.3738415,1,Loyal,1,0,2017,14,0,0.75,2,1,21095,60000,1,48,650,31200,216.2894978,57,206.7916667,0,0
10,894.6999969,89.46999969,1,Loyal,1,0,2017,14,0,1.25,1,1,29631,60000,1,48,557,26736,216.2894978,44,652.7916667,1,0
9,346.7200012,38.52444458,1,Loyal,1,1,2018,15,0,0.75,2,3,26458,60000,1,36,686,24696,216.2894978,70,515.8333333,1,0
5,0,0,0,Disloyal,1,0,2017,14,0,0.75,1,1,22590,60000,1,48,525,25200,216.2894978,32,219.7916667,1,0
7,0,0,1,Loyal,1,0,2018,15,0,1.5,1,1,12344,60000,2,45,1043,46935,216.258,56,28.83333,1,0
